ID_code,target,var_0,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33,var_34,var_35,var_36,var_37,var_38,var_39,var_40,var_41,var_42,var_43,var_44,var_45,var_46,var_47,var_48,var_49,var_50,var_51,var_52,var_53,var_54,var_55,var_56,var_57,var_58,var_59,var_60,var_61,var_62,var_63,var_64,var_65,var_66,var_67,var_68,var_69,var_70,var_71,var_72,var_73,var_74,var_75,var_76,var_77,var_78,var_79,var_80,var_81,var_82,var_83,var_84,var_85,var_86,var_87,var_88,var_89,var_90,var_91,var_92,var_93,var_94,var_95,var_96,var_97,var_98,var_99,var_100,var_101,var_102,var_103,var_104,var_105,var_106,var_107,var_108,var_109,var_110,var_111,var_112,var_113,var_114,var_115,var_116,var_117,var_118,var_119,var_120,var_121,var_122,var_123,var_124,var_125,var_126,var_127,var_128,var_129,var_130,var_131,var_132,var_133,var_134,var_135,var_136,var_137,var_138,var_139,var_140,var_141,var_142,var_143,var_144,var_145,var_146,var_147,var_148,var_149,var_150,var_151,var_152,var_153,var_154,var_155,var_156,var_157,var_158,var_159,var_160,var_161,var_162,var_163,var_164,var_165,var_166,var_167,var_168,var_169,var_170,var_171,var_172,var_173,var_174,var_175,var_176,var_177,var_178,var_179,var_180,var_181,var_182,var_183,var_184,var_185,var_186,var_187,var_188,var_189,var_190,var_191,var_192,var_193,var_194,var_195,var_196,var_197,var_198,var_199
train_92379,1,14.6437,-7.98,12.2063,4.8103,9.5616,-14.0524,4.2124,12.6334,1.7109,4.7268,0.0993,-9.0943,13.5548,-0.9137,7.0401,13.9678,6.9822,-6.7267,30.1967,13.1048,17.7239,2.5849,2.0566,3.1129,10.448,13.6493,1.1843,-0.5804,5.4224,4.0283,-8.9564,12.0378,2.1727,11.3239,11.6107,5.9483,2.1197,6.945,6.1942,-4.8565,-11.8262,11.7558,11.3687,10.8765,13.2475,-14.1576,8.1593,-4.4777,37.2062,26.489,11.2149,16.7954,3.5164,6.9276,-11.7326,17.1013,15.0974,7.1144,3.3862,9.7785,9.5608,2.8566,-0.8554,2.3711,5.2417,0.3527,7.9795,16.8233,5.0197,-1.7278,22.1895,0.8709,2.6838,31.9786,-9.2095,8.4221,9.4917,15.0127,4.7789,13.0654,-3.6492,14.4696,-10.3327,-3.7223,-6.2354,13.0871,15.9237,11.0203,6.4837,3.3911,-2.7277,6.739,13.2428,9.7467,10.6852,0.3098,3.9417,11.3091,1.2651,-1.1356,-15.892,19.292,24.8184,1.444,13.3932,4.6451,9.2852,19.9494,14.1106,11.9615,12.6916,6.9557,4.0372,11.3099,3.7386,1.0358,0.4694,24.0283,-2.091,11.2212,40.5953,13.3349,7.4983,1.1738,4.0252,12.5221,14.3522,-0.3842,-0.6017,7.6941,13.3664,0.0657,8.656,6.7858,-14.1736,1.1514,30.6538,13.9385,8.9466,0.3225,2.7061,6.9764,11.8084,11.3029,6.7482,4.4558,13.6301,1.8396,4.0673,5.1749,21.2136,7.8367000000000004,8.4023,15.360900000000001,10.4222,-1.7493,13.5191,-3.5417,16.6664,7.7883,30.4493,5.6765,3.5381,8.6612,0.3282,18.7095,2.7533,-1.4513,2.7215,5.1177,2.8462,10.6505,18.1192,6.3031,3.0327,10.0991,5.2746,13.3763,12.6593,-0.2422,-11.1625,7.9264,-1.68,10.7877,30.1386,-6.4678,4.5638,-1.4045,13.4946,-0.8969,-1.7464,9.5034,0.808,-0.6321,17.1939,0.8949,2.2977,9.4097,12.0176,-11.2596
train_159195,0,12.8988,-3.8249,11.3193,5.607,10.4535,-0.1493,5.1637,18.2424,3.3832,5.3401,-14.4086,-8.4539,14.2112,11.5035,9.7202,14.0747,5.8847,-12.4801,22.8956,18.2737,4.5589,30.3997,2.9038,3.1149,14.473,13.7133,-3.1797,-1.1078,5.496,3.335,-1.204,11.2618,-1.9629,12.912,11.5409,-6.4392,-4.4685,3.642,11.1613,-1.3152,-16.9765,16.6297,11.3279,11.5794,6.3173,-20.2037,9.9239,-9.8109,8.992,25.5404,13.3596,15.4699,-1.4272,5.8967,9.804,16.711,13.8707,6.5276,0.0646,10.3152,19.6986,-4.5608,1.3947,0.8678,4.5237,2.0974,5.5746,16.7131,5.0107,0.4614,22.6801,0.4697,0.8007,33.2966,10.9159,14.5684,11.7025,28.2124,3.104,13.0347,9.8223,14.3119,-12.5612,-0.6165,-6.2595,15.4573,-3.6033,11.1832,5.9072,-1.9487,-4.2691,7.3365,8.5243,10.7172,16.6071,-0.5244,2.9747,20.7928,0.2959,1.7685,0.8108,14.9018,9.6886,1.5648,12.4321,4.6586,9.793,21.5223,14.4647,21.4436,5.01,4.0404,2.3212,7.0158,2.4451,-3.7691,3.3854,27.3652,-1.9419,8.6529,16.1109,11.5892,-3.6859,12.9517,3.2372,12.136,13.0233,4.7092,-0.654,15.4483,11.9389,0.0287,7.2592,6.6956,-4.1361,-0.8228,16.9458,29.8055,-2.1151,2.9612,0.623,11.2537,20.088,10.417,9.6336,-1.7037,12.6447,-0.7967,4.0207,0.9516,14.0804,12.3022,6.855,14.7003,0.8218,-8.071,11.7928,-7.7747,21.7077,5.3467,16.4542,5.878,4.1881,14.8463,-2.7951,15.0141,3.2938,-0.2307,8.3445,6.4625,1.0729,-7.5815,-0.5964,6.3273,29.497,6.7661,-3.8897,14.2276,-4.9195,3.2471,-1.1805,11.5335,-8.4112,12.2106,-2.4676,-1.4983,7.7831,-22.3764,13.1175,0.1401,8.9635,6.2273,1.5335,3.2333,21.7635,1.3017,2.3267,7.8016,16.0907,13.0213
train_67429,0,11.4281,-3.9555,7.8022,5.0371,14.0068,-17.6057,4.6396,10.0774,-1.4605,5.2528,11.9955,-3.2448,13.9979,5.8515,5.6466,14.9474,10.0804,-7.7252,12.6076,-2.1156,5.9972,22.2851,3.3876,2.6366,14.9877,13.542,-4.4264,-2.7217,4.1712,1.1736,1.7935,9.0565,0.0819,19.1287,12.1878,9.61,-1.2194,3.1281,13.7669,1.7297,-13.5048,16.7221,11.3485,11.3114,11.5306,4.2288,14.3,-21.2995,3.7072,18.5244,13.1251,9.8501,-0.706,4.4296,-3.2694,2.3336,12.3636,7.2464,0.9228,8.7097,11.9675,-6.6646,-0.3439,6.2068,6.6971,-1.5352,7.2006,18.2097,5.0136,-1.0948,25.5034,1.152,5.8053,9.226,42.3846,12.5724,7.979,13.3746,6.33,14.4513,-5.8959,13.2445,7.1133,6.752,-6.5955,17.0479,4.0421,17.2425,7.8374,3.8004,-22.5794,7.2679,11.8236,9.8839,14.898,-0.6931,27.0347,25.3884,0.8343,-1.7868,-0.8647,13.545,16.7236,1.8085,11.2126,2.7196,10.610900000000001,18.2048,14.439,17.8596,5.3732,5.7792,3.083,6.3444,3.9904,5.4707,2.6487,7.8261,-0.5548,-1.1362,18.7614,11.9297,1.9627,7.8405,6.1748,12.2626,14.8132,-3.2239,-6.0879,7.7657,11.4804,1.1431,10.134,6.4376,-5.068,-6.7188,23.8606,33.9312,-2.635,9.3441,10.4634,7.192,2.817,17.6351,9.1103,8.4857,7.2567,-18.8049,3.9099,4.0084,18.7118,13.6522,10.7598,18.8238,1.7121,-3.3952,12.1659,-3.6055,21.1357,15.2493,34.9081,5.7469,4.1536,6.4631,-1.9856,27.2324,2.7397,12.6744,10.6263,5.8032,-6.3169,-6.7195,8.3026,8.0822,14.9594,11.2438,9.2154,12.4358,-2.7879,0.9653,3.1291,10.8396,3.3776,6.4063,21.231,-0.8711,13.1525,-1.5177,19.6167,-1.7401,6.6565,3.5969,3.8094,7.242,17.5706,-1.2205,7.3653,8.6494,15.4493,8.8272
train_147432,0,10.7472,-8.2152,11.464,3.9488,10.5083,-13.1177,4.9183,20.9772,-4.4261,9.0939,-0.2499,5.1926,13.6274,8.6957,8.3157,14.425,11.0298,1.4109,24.0136,12.7651,16.2712,22.3501,7.5721,2.7565,11.6609,13.0898,-0.354,0.0679,6.4531,6.7794,-16.6391,10.5747,-1.5905,13.2906,11.5903,6.2451,4.1037,7.9412,4.5483,-2.8808,12.5097,4.4641,10.4995,11.4288,8.3971,-21.4435,14.2718,-6.6234,7.2279,10.553,11.839,-0.6517,-2.9473,5.0831,0.1823,15.0787,15.7826,6.3887,3.3375,9.4362,16.539,1.8868,-0.0281,-3.0816,9.0533,-3.2691,3.6822,19.8955,5.0312,-9.8202,44.0201,1.1189,0.2668,12.1313,26.1689,26.0807,4.8389,26.659,6.4066,15.8939,15.4395,17.8494,6.0465,4.1747,9.0165,19.5231,-1.8737,8.6396,7.0706,4.6177,3.1472,7.044,10.1877,10.8932,8.0554,0.1111,30.0286,35.2469,1.2162,-2.0875,-3.3546,6.3301,35.1754,1.5297,8.4657,4.7068,10.3728,22.2566,14.4083,21.1659,5.2061,5.2201,2.0662,9.2201,4.3479,0.9076,3.8961,0.1361,-4.6379,-2.9207,7.1668,12.8947,-2.5153,15.5583,4.5792,12.7239,13.5913,4.0147,-1.4136,22.2531,14.1076,-0.0129,6.0163,7.0212,-5.5101,-13.3804,16.7814,13.0101,6.3225,17.1845,5.4332,4.3528,2.8619,16.6334,7.2878,9.4966,5.8695,-8.9853,4.1918,6.7534,18.5141,8.4863,8.328,13.8538,11.4478,-8.9637,11.1362,-2.5064,10.7441,10.518,11.1545,5.2609,5.8205,9.6236,-5.4443,20.7238,2.6097,-18.0982,8.1549,5.1188,2.54,1.4539,21.3989,-6.9264,20.318,8.4818,-4.1051,12.976,6.2195,3.9851,1.7141,10.3637,6.693,13.543,21.5416,-5.7604,9.537,14.6058,17.5867,2.7871,4.7271,6.3412,2.0005,6.8108,19.6328,0.0802,8.452,8.8386,12.1912,5.5458
train_43559,0,11.8965,-1.5866,10.1169,4.5367,11.9847,11.0155,6.3137,18.9016,4.6706,8.1141,-11.7126,6.408,13.9223,4.3766,4.046,14.1378,7.5542,1.2401,19.3426,15.941,10.5827,5.9545,1.9006,2.5856,10.6743,13.92,-4.2304,-4.3273,4.8113,5.3423,-16.2713,7.8377,-1.1383,7.6836,12.3362,-4.4419,6.0522,3.7907,12.4521,-2.2479,1.1583,11.7019,10.8098,11.5337,4.6339,19.1916,12.2928,-20.478,25.7241,31.5411,12.2386,13.0076,-9.7593,5.2719,-0.7336,18.089,13.1566,6.6258,-0.2739,8.256,13.7878,-20.433,2.4215,-2.2622,7.2443,-6.1942,6.3546,17.8702,5.0179,-1.8197,11.1522,0.1825,0.1828,18.687,-9.2992,17.985,6.849,20.8172,4.8961,17.6369,11.1918,17.6308,5.3516,2.1997,7.3501,19.5639,13.7445,14.9467,10.069,7.8246,-38.4777,7.1497,19.9548,9.752,12.0373,-0.283,13.5298,10.8019,2.1442,3.8021,-4.7018,6.9374,21.7756,1.6004,8.285,3.8728,6.0615,11.4963,14.2161,19.4886,5.9192,5.7024,1.5021,10.7841,3.1745,4.1243,1.1893,31.8531,0.4622,6.5633,43.9985,11.0643,-3.3779,15.9383,4.7177,12.936,12.771,5.014,1.8266,19.7448,11.6633,0.7481,5.3066,6.9261,-11.6886,-1.0087,39.9727,21.459,1.3347,16.3283,4.5171,1.9794,12.7578,16.9782,8.1405,11.49,5.9944,-21.0856,4.1543,-2.1124,19.0686,14.1406,8.2604,16.9426,-4.5745,-0.4167,13.2747,-3.7373,18.4103,15.5448,15.6419,5.5901,4.7728,11.4698,3.0993,22.0751,3.3103,-8.4909,3.0327,5.0918,0.7837,5.8517,25.5235,-9.3069,23.8198,9.8978,-4.4804,14.549,-4.9313,2.7281,-0.2089,8.8341,16.1456,7.8897,18.3788,-11.7398,11.0502,-4.2887,12.547,1.8038,10.0906,11.7084,1.425,-1.5443,21.0888,0.3573,2.9431,9.6964,18.6697,5.8133
train_123300,0,8.0793,-2.7326,12.5228,5.986,12.3631,3.2506,4.9549,11.4506,-3.0881,8.7154,10.1912,-5.6313,14.0366,3.317,7.7922,14.9519,6.5013,-12.9144,7.5085,4.6163,20.0235,31.7413,5.2886,3.6884,15.9728,13.5828,-2.153,-1.0188,7.2559,2.7947,1.7541,11.8919,-4.142,19.3837,11.0021,1.7395,0.8082,6.1269,11.542,9.2637,-17.985,6.878,12.0449,11.1643,11.0748,-3.4456,8.9343,-0.0605,-4.4726,13.82,13.8532,21.4806,-2.1038,5.5756,15.8775,13.3191,15.7898,6.3013,4.6923,8.4146,6.9873,2.2824,1.1629,-5.3783,7.0758,6.9154,6.9005,10.1609,5.0188,-0.0578,23.5815,0.7978,-2.6678,18.9921,28.0888,15.0565,8.8621,16.5997,5.1,14.1185,-2.1294,15.9554,-3.9638,0.8669,1.2103,24.0397,13.0757,0.4332,10.8385,4.0149,-18.0203,6.7302,14.5593,10.6894,14.8856,1.674,25.1334,12.1406,2.8586,1.0833,8.9614,16.0297,31.0295,1.6149,10.6172,3.6334,11.9814,19.7329,14.1433,22.5261,7.647,7.3503,2.7495,7.4334,2.2611,4.2608,0.9598,15.2934,4.966,6.3496,24.3844,13.7888,5.4108,12.0808,8.103,12.2394,12.4571,8.1104,3.8666,18.1829,11.7491,0.1086,6.7757,6.9192,0.756,-6.3245,41.776,10.0511,8.2228,12.7671,3.874,2.0387,13.9474,10.2983,9.1621,0.7088,11.9869,-16.6668,4.0881,12.7585,17.1734,13.698,10.0607,15.0136,7.18,4.3618,14.0599,-8.5744,15.0428,17.7108,40.0347,5.5613,5.5911,15.6534,-7.4234,24.1716,3.2968,12.0779,11.6935,5.0446,3.6284,-1.67,22.2029,-6.337,28.1364,15.8568,-10.0161,10.5829,-12.7047,0.3999,-0.6251,10.2662,4.6971,6.5674,17.4443,-3.7912,9.6604,-11.9103,21.5669,0.3883,4.7218,7.1115,3.2811,0.2378,21.7539,-1.1445,-4.4407,8.8862,18.8534,2.7881
train_103771,0,7.095,1.5843,8.5627,6.7088,9.1287,-12.1012,5.4197,18.2125,0.567,5.2207,5.6466,2.8323,14.1595,8.8755,11.067,14.2839,10.2813,-9.736,22.5593,11.9926,15.2743,27.1537,4.5707,3.8614,15.8558,13.2631,7.2009,-1.9935,4.8816,3.1801,-7.6055,12.8754,-2.8395,9.8027,11.0923,4.6882,1.004,8.0687,10.5351,1.3504,-9.3289,5.0373,10.7967,11.8607,-1.6831,-35.5986,7.3202,-5.3906,19.3363,15.7731,12.5506,13.8808,-0.3054,6.3916,7.3663,5.3817,20.3174,6.6579,8.5362,8.1786,12.0897,-10.5463,3.141,2.9023,8.1382,-1.1593,4.1259,25.0078,5.0211,-3.4555,31.079,0.5699,2.0141,6.9725,12.273,10.8253,4.8295,17.9144,2.0268,17.4885,7.9447,17.5467,-0.6079,-3.0134,-3.6701,21.0277,-5.1591,8.2826,9.6956,6.1541,-29.3215,6.6907,11.1286,8.9157,9.4771,-0.5033,19.1851,16.2147,1.4874,-2.5299,-9.8195,6.874,33.9753,1.4836,11.2346,4.7746,5.9744,13.6781,14.4624,21.3231,3.7045,4.9544,4.586,9.9836,2.6959,0.7417,0.4861,28.8662,4.1712,1.7419,26.4097,11.7655,7.3397,3.8981,4.0405,12.4204,11.9738,0.126,-3.1191,13.5917,11.7485,0.4414,7.1764,6.7737,-0.3735,-0.6935,16.0459,8.8759,-1.9705,13.4438,-2.4994,0.9615,14.4144,11.1957,8.8874,7.5838,12.3381,12.8411,3.9623,11.0267,19.9372,13.6915,5.6825,15.6578,9.0566,1.0629,12.8457,-2.9903,12.9887,7.1436,31.1216,5.7593,6.9257,6.5196,-2.1655,15.4384,2.7483,10.9692,10.9015,5.0407,0.1522,-4.2253,27.8808,-5.0734,8.5843,10.6725,-1.3358,15.9478,-7.331,0.3001,-7.8484,9.8269,-5.2072,5.2497,14.0122,-4.5601,8.1857,-1.6318,16.9272,0.3237,-3.6974,4.1645,1.9849,3.0123,23.6891,-1.8655,-1.434,8.3603,18.9236,18.3079
train_172280,0,14.9433,-2.5227,14.8712,5.8713,8.9069,-8.5751,4.9132,11.766,-2.7313,8.3666,-0.5765,-6.9556,14.0891,10.8372,4.7155,13.9239,10.3896,-9.366,27.4811,17.1622,13.0714,8.7879,6.3903,2.7454,13.6445,13.4951,-5.156,0.1185,3.8063,8.8634,-11.8507,7.388,3.7165,13.3525,12.1874,2.7792,-0.0805,4.7771,11.0361,-2.9741,1.2945,3.6369,12.286,11.4012,15.4506,0.3082,13.1856,-23.1157,7.4381,35.3236,12.097,33.1891,-3.7807,6.5853,3.5422,15.7136,22.3334,6.8618,6.8387,10.2489,17.1279,-11.1025,-1.2711,3.5079,5.6844,-0.0282,3.8487,13.4569,5.0144,1.5942,14.6814,0.6908,-3.3383,24.6874,4.1809,24.4948,-0.8015,23.2467,7.4164,16.6896,-1.174,17.2461,-2.4227,-0.1828,-7.535,23.462,-3.1835,10.9542,7.3389,0.2133,-32.1728,6.9636,16.4467,10.713,9.6174,-0.2549,12.205,18.0746,1.255,-0.6041,-16.2045,8.0991,9.0665,1.6343,12.4616,3.9814,7.6654,19.674,14.3022,15.7767,3.4513,7.394,3.06,13.6176,2.3206,-0.6962,2.5208,16.3057,-1.6548,-0.4056,51.1148,11.1417,7.2421,6.2475,3.2493,12.6676,12.5578,1.0039,1.5776,17.8851,12.2463,0.1989,7.4692,6.9397,-3.9156,-17.8212,35.6577,3.9981,4.652,-1.3437,1.9195,6.7394,4.5897,16.8655,9.1988,9.0562,4.9448,-9.0722,4.1199,14.9053,19.2162,4.6103,10.7282,15.9965,11.1169,-10.1557,13.7562,3.1114,12.2502,13.8031,26.0117,5.4745,4.8375,5.6254,2.3111,23.789,2.8548,-21.0441,7.2359,5.8302,-0.5872,-1.4318,24.9754,4.1672,14.6494,9.4045,-8.9318,15.1323,13.3475,5.5491,-4.8478,9.8384,-3.717,13.3075,12.3172,-6.9162,13.3127,-4.5542,11.6491,0.6698,-0.2535,9.1856,2.8142,8.283,20.2771,1.6365,-5.2308,8.5115,17.4538,-11.0713
train_116908,0,9.889,-1.2667,10.6781,7.4573,9.1031,-2.5791,5.8351,10.2728,1.5452,7.6413,-1.8807,-11.0102,13.9704,11.7446,11.6186,14.0186,9.5609,2.7373,1.8228,29.6005,23.8722,27.4843,9.8696,2.2862,7.9821,13.6453,-3.1709,-1.2894,5.5433,2.6811,-8.1771,12.0508,0.2539,14.5757,11.3234,0.4594,6.0531,3.7947,3.2016,0.2258,-6.6821,8.0008,12.3345,11.0826,10.7187,-31.7157,15.8105,-13.856,7.2587,14.3967,13.3284,2.5565,-0.6221,6.4419,0.6055,15.2404,20.7646,6.1315,3.312,9.2172,14.1345,4.7451,-1.1566,6.0445,4.2502,4.5475,4.5869,11.6393,5.0142,-1.9682,15.1842,0.3477,1.3349,22.4503,36.4143,11.897,3.1363,15.1226,6.6299,14.8638,8.8224,15.4771,-12.6985,14.8096,-14.1383,22.898,11.3752,13.7351,12.6447,10.5844,-42.4134,6.9407,13.5222,10.8675,11.9432,-0.0119,11.2004,13.1971,1.5177,-0.9557,-4.9265,16.412,15.8669,1.6387,9.0897,4.3504,5.5811,8.9604,13.9668,18.4273,3.7177,5.4724,1.0368,7.004,4.1866,3.9909,4.4407,27.7517,-1.0701,0.3411,29.229,9.8781,-3.106,-2.4379,4.7403,12.616,13.0337,6.5761,-3.7555,21.2899,11.2874,0.5897,9.2892,7.1865,0.2912,-8.675,21.0061,11.8524,-2.0724,7.9867,4.6727,0.0565,6.9858,9.6146,8.3078,6.8542,9.7026,-0.539,3.9021,-6.5641,20.6276,4.5753,6.336,15.0305,8.2193,-6.4003,13.2002,-11.4506,5.9712,10.3649,17.1726,5.4892,4.4794,24.1194,0.2028,18.9244,2.7077,6.51,8.3518,5.7014,6.2276,2.6265,19.7702,-9.3909,21.9894,11.6328,-14.6557,8.8448,-3.6027,-0.5423,-2.8389,12.4668,11.933,2.8566,8.6936,-6.0406,2.3966,-20.348,14.8975,0.2789,11.6348,2.8469,0.1758,5.0689,18.1115,0.0958,-5.575,8.3567,15.6788,-5.8563
train_6943,0,7.4626,0.3237,10.9062,7.3976,10.4262,1.5827,3.7626,10.1179,-2.2389,8.4139,-9.7624,-13.163,13.92,1.0925,7.5306,14.4865,12.3732,-1.7139,8.125,19.0182,20.1442,9.674,8.0241,3.257,9.3116,13.8373,-4.0182,-2.0376,5.7459,2.3912,-4.0165,11.0008,-3.0811,17.4875,11.4177,7.0072,-3.9173,4.0534,10.1294,-3.8446,-6.9694,1.9739,10.4349,12.1684,3.2602,-23.7188,15.9083,11.0986,10.2974,16.7531,11.6008,21.9467,-4.6904,6.6114,-4.2807,9.0452,11.7055,5.5846,16.3213,8.3407,13.1856,-29.2293,0.9656,2.2474,3.6808,-3.7228,5.0762,16.5149,5.0115,-0.9695,20.9113,0.9127,-2.9874,24.5876,39.9878,13.9184,-5.781,21.1719,7.3348,15.0691,13.4258,15.2391,-7.1021,0.5744,-0.8329,20.2747,-6.7826,4.8788,6.639,2.9552,3.733,6.9714,6.5721,11.0518,8.0519,0.7634,2.6165,17.212,1.863,-4.5309,-2.4418,16.9874,17.3125,1.7791,9.5318,3.6573,10.0599,17.7982,14.3098,27.4343,5.6393,6.835,2.6294,14.9926,4.4229,1.4544,1.3002,14.8763,-8.2416,-0.1549,23.8013,9.1247,2.643,14.4771,4.7451,12.1866,14.0633,-3.8864,-4.4372,10.0279,10.8054,0.6431,8.4941,7.1437,-2.422,-16.6477,10.0956,12.3563,10.0256,22.1859,-1.8569,-0.2006,7.5882,8.593,8.1273,2.6584,9.8647,-12.6655,3.9947,-0.9791,18.7789,6.08,12.5014,17.1813,7.0588,-0.6875,11.5898,-2.2808,16.0401,5.9354,3.3254,5.906,5.1583,1.2842,2.8003,22.7209,3.3854,-15.5835,3.7669,5.7608,1.7224,-7.0048,23.6867,1.8619,26.6514,7.0145,-14.0204,14.2182,-8.8889,4.418,-7.524,10.5638,3.0085,13.9588,19.6106,3.3957,14.0111,-26.5227,19.9725,0.4326,7.4093,4.712,4.1863,5.1907,15.0648,-0.7623,-2.1043,9.0039,22.5225,-6.7011
train_114421,0,9.0068,-4.5504,10.0727,9.5248,10.7096,-6.1631,4.5382,18.0564,-0.0067,7.2687,0.9637,-4.6329,13.9063,2.9834,11.0946,13.8211,8.6893,-7.7937,6.4976,18.6057,13.6338,17.8257,6.5495,2.8865,7.003,13.9159,-12.764,-0.4859,5.9634,7.3942,-3.128,12.8255,-2.3463,12.1572,10.683,4.6133,-2.1768,4.9002,4.225,5.9075,-0.0533,13.6569,10.9194,12.2141,10.1885,-5.03,10.8046,-12.2551,9.7928,15.8489,13.7463,-3.5201,0.2655,5.6976,-1.8773,26.4669,11.5726,5.7169,0.1034,9.4722,5.478,0.861,-1.0191,2.8028,6.8332,7.8253,3.9409,17.5563,5.0166,-3.1745,22.5137,0.7629,-2.5883,14.6204,-2.0555,21.4893,7.3507,22.3095,7.0964,14.9411,15.2949,15.7156,-1.9809,20.6426,-13.1368,14.092,22.7176,15.1735,6.5745,-0.319,-30.2564,6.9867,19.2409,10.2105,13.4304,0.3181,21.1723,28.6573,2.3423,1.2496,0.8422,8.891,14.5837,1.3713,11.4294,2.9268,7.7349,32.6879,14.2293,12.6553,5.8498,4.4782,1.7486,13.8371,2.6342,4.5866,5.1389,-4.0269,-15.276,3.3928,25.2895,12.1319,-2.148,8.5554,3.3326,12.9424,12.6263,0.2945,-6.6164,24.4835,11.7498,0.1343,4.8957,5.9986,-4.5389,-6.6945,12.8351,20.7712,4.9971,1.5796,1.5718,-2.2551,8.8689,9.9893,8.8361,3.4215,11.1853,-4.3179,4.0641,-15.7491,18.9245,5.3396,7.988,16.4847,8.185,1.4,13.4998,-1.8577,4.0873,5.4517,17.9038,5.6228,5.6015,9.4724,-8.9823,25.143,2.4564,-2.297,9.5396,5.7427,0.4301,-8.2632,18.34,-5.4121,28.1811,11.735900000000001,1.046,12.088,-4.7267,2.8009,-2.6089,9.751,-12.9744,5.8913,-1.5239,5.4602,12.4707,5.8575,13.3748,1.1901,7.3173,7.7218,2.0768,5.8432,12.967,0.1592,3.5613,8.5874,16.7096,1.5694
train_57446,0,9.9371,0.2881,14.5434,5.5288,9.2076,1.5467,5.7503,17.2116,1.1747,8.4734,-6.0015,0.5313,13.8849,7.4562,8.8811,14.316,13.3892,-16.4215,19.2946,4.6444,17.2751,4.0544,3.638,2.9402,11.0805,13.6848,8.9934,-1.3006,3.9448,1.5608,-3.7967,11.3883,-0.8018,20.4646,12.1378,3.9373,1.6943,8.1,6.9692,-2.0301,-13.8564,11.377,10.3905,11.5474,7.2855,12.1277,10.8597,-5.716,18.375,7.7374,11.6926,11.0057,-5.1203,5.947,-7.703,12.2297,13.8658,6.2853,0.3097,10.1369,7.2907,-12.5606,-1.7252,0.4422,8.3218,0.8382,6.15,6.5493,5.0172,-5.7522,-1.0972,0.4402,-5.2112,19.1603,35.5779,14.705,11.5614,12.5224,6.1883,13.2126,4.006,15.9078,1.6677,9.9483,3.5331,19.9299,-2.3714,7.5348,9.5961,6.498,-15.8427,7.0127,13.2517,10.5007,10.7288,-0.0035,12.9968,7.3687,1.8149,-0.2841,-5.5132,10.8461,26.7976,1.3329,9.8476,4.7602,8.3791,26.0758,14.1851,22.9645,6.4837,7.9273,4.0632,7.3971,1.6925,4.0947,3.3088,7.4401,-10.3421,3.423,22.3916,9.6227,8.8341,-5.48,2.808,12.095,14.0828,1.5387,-3.7038,7.956,11.1786,0.2234,7.1718,7.2069,1.3689,-4.3226,22.1249,29.9444,2.6919,-5.6399,1.5056,12.6598,8.261,13.5503,7.5072,4.4296,9.7602,0.5398,4.2167,-14.0584,17.4079,8.4486,6.5448,16.6398,12.3317,-3.4775,12.8648,-0.1662,12.5011,6.0767,26.4926,5.7776,3.3697,0.7769,7.5309,23.2907,3.146,5.6764,1.3422,5.9074,-8.6314,4.4862,22.571,0.2544,28.1279,14.6086,13.355,12.3077,-5.4876,3.0077,-6.4688,10.3771,7.3127,10.9568,11.136,3.2425,4.3082,0.7589,19.5332,0.4421,5.1549,5.7179,-0.3365,-4.5206,24.0957,-0.7034,2.6747,8.0962,12.1781,-3.0736
